0,0.333715,0.117986,1e+07,1e+07,1000.06,1e+07,-999.936,1e+07,0.18221
1,1.33484,0.472011,1e+07,1e+07,2000.26,1e+07,-1999.74,1e+07,0.728838
2,3.00334,1.06214,1e+07,1e+07,3000.58,1e+07,-2999.42,1e+07,1.63989
3,5.33921,1.88844,1e+07,9.99999e+06,4001.03,1e+07,-3998.97,1e+07,2.91535
4,8.34241,2.95099,1e+07,9.99999e+06,5001.6,1e+07,-4998.39,1e+07,4.55524
5,12.0129,4.24984,1e+07,9.99999e+06,6002.31,1e+07,-5997.69,9.99999e+06,6.55955
6,16.3507,5.78506,9.99999e+06,9.99998e+06,7003.14,1e+07,-6996.85,9.99999e+06,8.92827
7,21.3558,7.55672,9.99999e+06,9.99997e+06,8004.1,1e+07,-7995.89,9.99999e+06,11.6614
8,27.0281,9.56489,9.99999e+06,9.99997e+06,9005.19,9.99999e+06,-8994.79,9.99999e+06,14.759
9,33.3677,11.8096,9.99999e+06,9.99996e+06,10006.4,9.99999e+06,-9993.57,9.99998e+06,18.221
10,40.3744,14.291,9.99999e+06,9.99995e+06,11007.8,9.99999e+06,-10992.2,9.99998e+06,22.0474
11,48.0484,17.0091,9.99998e+06,9.99994e+06,12009.2,9.99999e+06,-11990.7,9.99997e+06,26.2382
12,56.3894,19.964,9.99998e+06,9.99993e+06,13010.8,9.99999e+06,-12989.1,9.99997e+06,30.7935
13,65.3977,23.1557,9.99998e+06,9.99992e+06,14012.6,9.99999e+06,-13987.4,9.99996e+06,35.7131
14,75.073,26.5843,9.99997e+06,9.99991e+06,15014.4,9.99999e+06,-14985.5,9.99996e+06,40.9972
15,85.4154,30.2499,9.99997e+06,9.9999e+06,16016.4,9.99998e+06,-15983.5,9.99995e+06,46.6458
16,96.4249,34.1525,9.99997e+06,9.99988e+06,17018.5,9.99998e+06,-16981.4,9.99995e+06,52.6587
17,108.102,38.2922,9.99996e+06,9.99987e+06,18020.7,9.99998e+06,-17979.2,9.99994e+06,59.0361
18,120.445,42.6692,9.99996e+06,9.99986e+06,19023.1,9.99998e+06,-18976.8,9.99993e+06,65.7779
19,133.456,47.2833,9.99995e+06,9.99984e+06,20025.6,9.99997e+06,-19974.3,9.99993e+06,72.8841
20,147.133,52.1348,9.99995e+06,9.99982e+06,21028.2,9.99997e+06,-20971.6,9.99992e+06,80.3547
