0,0.66743,0.235972,1e+07,1e+07,1000.13,1e+07,-999.872,1e+07,0.364419
1,2.00227,0.707983,1e+07,1e+07,2000.39,1e+07,-1999.61,1e+07,1.09326
2,4.00449,1.4161,1e+07,1e+07,3000.77,1e+07,-2999.23,1e+07,2.18651
3,6.67407,2.36039,1e+07,9.99999e+06,4001.28,1e+07,-3998.72,1e+07,3.64419
4,10.011,3.54092,1e+07,9.99999e+06,5001.93,1e+07,-4998.07,9.99999e+06,5.46629
5,14.0152,4.95775,1e+07,9.99998e+06,6002.69,1e+07,-5997.3,9.99999e+06,7.6528
6,18.6867,6.61096,9.99999e+06,9.99998e+06,7003.59,1e+07,-6996.4,9.99999e+06,10.2037
7,24.0255,8.50061,9.99999e+06,9.99997e+06,8004.62,1e+07,-7995.37,9.99999e+06,13.1191
8,30.0316,10.6268,9.99999e+06,9.99996e+06,9005.77,9.99999e+06,-8994.22,9.99998e+06,16.3989
9,36.7048,12.9895,9.99999e+06,9.99996e+06,10007.1,9.99999e+06,-9992.93,9.99998e+06,20.0431
10,44.0453,15.5889,9.99998e+06,9.99995e+06,11008.5,9.99999e+06,-10991.5,9.99998e+06,24.0517
11,52.053,18.4249,9.99998e+06,9.99994e+06,12010,9.99999e+06,-11990,9.99997e+06,28.4247
12,60.7278,21.4978,9.99998e+06,9.99993e+06,13011.7,9.99999e+06,-12988.3,9.99997e+06,33.1622
13,70.0697,24.8075,9.99998e+06,9.99992e+06,14013.5,9.99999e+06,-13986.5,9.99996e+06,38.2641
14,80.0788,28.3541,9.99997e+06,9.9999e+06,15015.4,9.99998e+06,-14984.6,9.99996e+06,43.7304
15,90.7549,32.1377,9.99997e+06,9.99989e+06,16017.4,9.99998e+06,-15982.5,9.99995e+06,49.5611
16,102.098,36.1583,9.99996e+06,9.99988e+06,17019.6,9.99998e+06,-16980.3,9.99994e+06,55.7563
17,114.108,40.416,9.99996e+06,9.99986e+06,18021.9,9.99998e+06,-17978,9.99994e+06,62.3159
18,126.786,44.9109,9.99996e+06,9.99985e+06,19024.3,9.99998e+06,-18975.6,9.99993e+06,69.2399
19,140.13,49.6431,9.99995e+06,9.99983e+06,20026.9,9.99997e+06,-19973,9.99992e+06,76.5283
20,154.141,54.6125,9.99995e+06,9.99982e+06,21029.5,9.99997e+06,-20970.3,9.99992e+06,84.1812
21,168.82,59.8193,9.99994e+06,9.9998e+06,22032.4,9.99997e+06,-21967.4,9.99991e+06,92.1985
22,184.165,65.2636,9.99993e+06,9.99978e+06,23035.3,9.99996e+06,-22964.5,9.9999e+06,100.58
23,200.177,70.9454,9.99993e+06,9.99976e+06,24038.4,9.99996e+06,-23961.4,9.99989e+06,109.326
24,216.856,76.8648,9.99992e+06,9.99974e+06,25041.5,9.99996e+06,-24958.2,9.99988e+06,118.437
25,234.202,83.0218,9.99992e+06,9.99972e+06,26044.9,9.99995e+06,-25954.8,9.99987e+06,127.912
26,252.215,89.4166,9.99991e+06,9.9997e+06,27048.3,9.99995e+06,-26951.3,9.99986e+06,137.751
27,270.895,96.0491,9.9999e+06,9.99968e+06,28051.9,9.99995e+06,-27947.7,9.99985e+06,147.955
28,290.241,102.919,9.9999e+06,9.99965e+06,29055.6,9.99994e+06,-28944,9.99984e+06,158.524
29,310.255,110.028,9.99989e+06,9.99963e+06,30059.4,9.99994e+06,-29940.1,9.99983e+06,169.456
30,330.935,117.374,9.99988e+06,9.99961e+06,31063.3,9.99994e+06,-30936.1,9.99982e+06,180.754
31,352.282,124.958,9.99988e+06,9.99958e+06,32067.4,9.99993e+06,-31932,9.99981e+06,192.415
32,374.296,132.781,9.99987e+06,9.99955e+06,33071.6,9.99993e+06,-32927.7,9.9998e+06,204.441
33,396.976,140.841,9.99986e+06,9.99953e+06,34075.9,9.99992e+06,-33923.3,9.99978e+06,216.832
34,420.323,149.14,9.99985e+06,9.9995e+06,35080.4,9.99992e+06,-34918.8,9.99977e+06,229.587
35,444.337,157.677,9.99984e+06,9.99947e+06,36084.9,9.99991e+06,-35914.2,9.99976e+06,242.706
36,469.018,166.453,9.99983e+06,9.99944e+06,37089.6,9.99991e+06,-36909.4,9.99974e+06,256.19
37,494.365,175.467,9.99983e+06,9.99941e+06,38094.5,9.9999e+06,-37904.5,9.99973e+06,270.038
38,520.379,184.72,9.99982e+06,9.99938e+06,39099.4,9.9999e+06,-38899.4,9.99972e+06,284.251
39,547.059,194.211,9.99981e+06,9.99935e+06,40104.5,9.99989e+06,-39894.3,9.9997e+06,298.828
40,574.407,203.94,9.9998e+06,9.99931e+06,41109.7,9.99989e+06,-40889,9.99969e+06,313.77
41,602.42,213.909,9.99979e+06,9.99928e+06,42115,9.99988e+06,-41883.6,9.99967e+06,329.076
42,631.101,224.116,9.99978e+06,9.99925e+06,43120.5,9.99988e+06,-42878,9.99966e+06,344.747
43,660.448,234.562,9.99977e+06,9.99921e+06,44126,9.99987e+06,-43872.3,9.99964e+06,360.782
44,690.461,245.248,9.99976e+06,9.99918e+06,45131.7,9.99987e+06,-44866.5,9.99962e+06,377.181
45,721.141,256.172,9.99974e+06,9.99914e+06,46137.6,9.99986e+06,-45860.6,9.99961e+06,393.945
46,752.488,267.335,9.99973e+06,9.9991e+06,47143.5,9.99986e+06,-46854.5,9.99959e+06,411.073
47,784.501,278.737,9.99972e+06,9.99906e+06,48149.6,9.99985e+06,-47848.3,9.99957e+06,428.566
48,817.18,290.379,9.99971e+06,9.99902e+06,49155.8,9.99984e+06,-48841.9,9.99955e+06,446.424
49,850.526,302.259,9.9997e+06,9.99898e+06,50162.1,9.99984e+06,-49835.5,9.99954e+06,464.645
50,884.539,314.379,9.99969e+06,9.99894e+06,51168.6,9.99983e+06,-50828.9,9.99952e+06,483.232
51,919.217,326.739,9.99967e+06,9.9989e+06,52175.1,9.99982e+06,-51822.1,9.9995e+06,502.182
52,954.563,339.338,9.99966e+06,9.99886e+06,53181.8,9.99982e+06,-52815.3,9.99948e+06,521.498
53,990.574,352.176,9.99965e+06,9.99882e+06,54188.7,9.99981e+06,-53808.3,9.99946e+06,541.177
54,1027.25,365.255,9.99964e+06,9.99877e+06,55195.6,9.9998e+06,-54801.2,9.99944e+06,561.221
55,1064.6,378.572,9.99962e+06,9.99873e+06,56202.7,9.99979e+06,-55793.9,9.99942e+06,581.63
56,1102.61,392.13,9.99961e+06,9.99868e+06,57209.9,9.99979e+06,-56786.5,9.9994e+06,602.403
